key,kn,type
U. A. Latheef,ಯು.ಎ.ಲತೀಫ್,string
U. Lakshmikandhan,ಯು.ಲಕ್ಷ್ಮೀಕಾಂತನ್,string
U. Prathibha,ಯು.ಪ್ರತಿಭಾ,string
U. Prathibha Hari,ಯು.ಪ್ರತಿಭಾ ಹರಿ,string
U. R. Pradeep,ಯು.ಆರ್.ಪ್ರದೀಪ್,string
UDALGURI (ST),ಉದಾಲಗುರಿ (ಎಸ್‌ಟಿ),string
UDF,ಯುಡಿಎಫ್,string
UDHARBOND,ಉದರ್ಬಾಂಡ್,string
UPA,ಯುಪಿಎ,string
UPPL,ಯುಪಿಪಿಎಲ್,string
Udalguri,ಉದಲಗುರಿ,string
Udalguri (ST),ಉದಲಗುರಿ (ಎಸ್‌ಟಿ),string
Udayan Guha,ಉದಯನ್ ಗುಹಾ,string
Udaynarayanpur,ಉದಯನಾರಾಯಣಪುರ,string
Udhagamandalam,ಉದಗಮಂಡಲಂ,string
Udharbond,ಉದರ್ಬಾಂಡ್,string
Udhayakumar.R.B,ಉದಯಕುಮಾರ್.ಆರ್.ಬಿ,string
Udhayanidhi Stalin,ಉದಯನಿಧಿ ಸ್ಟಾಲಿನ್,string
Udhayasuriyan.T,ಉದಯಸೂರ್ಯನ.ಟಿ,string
Udma,ಉದ್ಮಾ,string
Udumalai K. Radhakrishnan,ಉಡುಮಲೈ ಕೆ. ರಾಧಾಕೃಷ್ಣನ್,string
Udumalaipettai,ಉಡುಮಲೈಪೆಟ್ಟೈ,string
Udumbanchola,ಉಡುಂಬಂಚೋಲ,string
Ujjal Biswas,ಉಜ್ಜಲ್ ಬಿಸ್ವಾಸ್,string
Ujjal Chatterjee,ಉಜ್ಜಲ್ ಚಟರ್ಜಿ,string
Uluberia Dakshin,ಉಲುಬೇರಿಯಾ ದಕ್ಷಿಣ್,string
Uluberia Purba,ಉಲುಬೆರಿಯಾ ಪುರ್ಬಾ,string
Uluberia Uttar (SC),ಉಲುಬೇರಿಯಾ ಉತ್ತರ (ಎಸ್‌ಸಿ),string
Ulundurpettai,ಉಲುಂದೂರುಪೆಟ್ಟೈ,string
Uma Maheswari,ಉಮಾ ಮಹೇಶ್ವರಿ,string
Umapada Bauri,ಉಮಾಪಾದ ಬೌರಿ,string
Urkhao Gwra Brahma,ಉರ್ಖಾವೋ ಗ್ವ್ರಾ ಬ್ರಹ್ಮ,string
Usha Rani Mondal,ಉಷಾ ರಾಣಿ ಮೊಂಡಲ್,string
Usilampatti,ಉಸಿಲಂಪಟ್ಟಿ,string
Uthangarai (SC),ಉತ್ತಂಗರೈ (ಎಸ್‌ಸಿ),string
Uthiramerur,ಉತಿರಮೇರೂರು,string
Utpal Borah,ಉತ್ಪಲ್ ಬೋರಾಹ್,string
Utpal Dutta,ಉತ್ಪಲ್ ದತ್ತಾ,string
Uttam Barik,ಉತ್ತಮ್ ಬಾರಿಕ್,string
Uttar Dinajpur,ಉತ್ತರ ದಿನಜಪುರ,string
Uttara Singha,ಉತ್ತರ ಸಿಂಹ,string
Uttarpara,ಉತ್ತರಪಾರ,string
V. Abdurahiman,ವಿ.ಅಬ್ದುರಹಿಮಾನ್,string
V. Abdurahman,ವಿ.ಅಬ್ದುರಹ್ಮಾನ್,string
V. Alexander,V. ಅಲೆಕ್ಸಾಂಡರ್,string
V. Amulu,ವಿ.ಅಮುಲು,string
V. Balan,ವಿ.ಬಾಲನ್,string
V. C. Arukutty,ವಿ ಸಿ ಅರುಕುಟ್ಟಿ,string
V. D. Satheesan,ವಿ.ಡಿ.ಸತೀಶನ್,string
V. G. Raajendran,ವಿ ಜಿ ರಾಜೇಂದ್ರನ್,string
V. Joy,ವಿ. ಜಾಯ್,string
V. K. C. Mammed Koya,ವಿ.ಕೆ.ಸಿ.ಮಮ್ಮದ್ ಕೋಯಾ,string
V. K. Ebrahim Kunju,ವಿ ಕೆ ಇಬ್ರಾಹಿಂ ಕುಂಜು,string
V. K. Prasanth,ವಿ ಕೆ ಪ್ರಶಾಂತ್,string
V. M. C. Sivakumar,ವಿ ಎಂ ಸಿ ಶಿವಕುಮಾರ್,string
V. M. Rajalakshmi,ವಿ.ಎಂ.ರಾಜಲಕ್ಷ್ಮಿ,string
V. N. Vasavan,ವಿ.ಎನ್.ವಾಸವನ್,string
V. P. B. Paramasivam,ವಿ.ಪಿ.ಬಿ.ಪರಮಶಿವಂ,string
V. P. Kandasamy,ವಿ.ಪಿ.ಕಂದಸಾಮಿ,string
V. P. Sajeendran,ವಿ.ಪಿ.ಸಜೀಂದ್ರನ್,string
V. P. Sivakolundhu,ವಿ.ಪಿ.ಶಿವಕೋಲುಂದು,string
V. R. Johnkumar,ವಿ ಆರ್ ಜಾನ್ಕುಮಾರ್,string
V. R. Sunil Kumar,ವಿ ಆರ್ ಸುನಿಲ್ ಕುಮಾರ್,string
V. S. Achuthanandan,ವಿ ಎಸ್ ಅಚ್ಯುತಾನಂದನ್,string
V. S. Sivakumar,ವಿ ಎಸ್ ಶಿವಕುಮಾರ್,string
V. S. Sunil Kumar,ವಿ ಎಸ್ ಸುನೀಲ್ ಕುಮಾರ್,string
V. Sampathkumar,ವಿ.ಸಂಪತ್ಕುಮಾರ್,string
V. Sasi,ವಿ. ಶಶಿ,string
V. Senthil Balaji,ವಿ.ಸೆಂಥಿಲ್ ಬಾಲಾಜಿ,string
V. Senthilbalaji,ವಿ.ಸೆಂಥಿಲಬಾಲಾಜಿ,string
V. Sivankutty,ವಿ.ಶಿವನಕುಟ್ಟಿ,string
V. T. Balram,ವಿ ಟಿ ಬಲರಾಮ್,string
V. V. Rajan Chellappa,ವಿ.ವಿ.ರಾಜನ್ ಚೆಲ್ಲಪ್ಪ,string
V. Vaithilingam,ವಿ.ವೈತಿಲಿಂಗಂ,string
V. Vizeaveny,V. ವಿಜೆವೆನಿ,string
V.N.Virugai Ravi,ವಿ.ಎನ್.ವಿರುಗೈ ರವಿ,string
V.Rajendran,ವಿ.ರಾಜೇಂದ್ರನ್,string
VCK,ವಿಸಿಕೆ,string
Vagai Chanderasekar,ವಗೈ ಚಂದ್ರಶೇಖರ್,string
Vaikom,ವೈಕೋಮ್,string
Vaiyapuri Manikandan,ವೈಯಾಪುರಿ ಮಣಿಕಂದನ್,string
Valarmathi.S,ವಲರ್ಮತಿ.ಎಸ್,string
Vallikkunnu,ವಲ್ಲಿಕ್ಕುನ್ನು,string
Valparai (SC),ವಾಲ್ಪಾರೈ (ಎಸ್‌ಸಿ),string
Vamanapuram,ವಾಮನಪುರಂ,string
Vanathi Srinivasan,ವನತಿ ಶ್ರೀನಿವಾಸನ್,string
Vandavasi (SC),ವಂದವಾಸಿ (ಎಸ್‌ಸಿ),string
Vaniyambadi,ವಾಣಿಯಂಬಾಡಿ,string
Vanur (SC),ವನೂರ್ (ಎಸ್‌ಸಿ),string
Varkala,ವರ್ಕಳ,string
Vasudevanallur (SC),ವಾಸುದೇವನಲ್ಲೂರು (ಎಸ್‌ಸಿ),string
Vatakara,ವಟಕಾರ,string
Vattiyoorkavu,ವಟ್ಟಿಯೂರ್ಕಾವು,string
Vazhoor Soman,ವಾಜೂರ್ ಸೋಮನ್,string
Vedaranyam,ವೇದಾರಣ್ಯಂ,string
Vedasandur,ವೇದಸಂದೂರು,string
Veena George,ವೀಣಾ ಜಾರ್ಜ್,string
Veeramani. K. C,ವೀರಮಣಿ. ಕೆ.ಸಿ,string
Veerapandi,ವೀರಪಾಂಡಿ,string
Velachery,ವೆಲಚೇರಿ,string
Vellore,ವೆಲ್ಲೂರು,string
Velumani.S.P.,ವೇಲುಮಣಿ.ಎಸ್.ಪಿ.,string
Vengara,ವೆಂಗಾರ,string
Venkatachalam.G,ವೆಂಕಟಾಚಲಂ.ಜಿ,string
Venkatachalam.N.D,ವೆಂಕಟಾಚಲಂ.ಎನ್.ಡಿ,string
Veppanahalli,ವೆಪ್ಪನಹಳ್ಳಿ,string
Vetrivel.S,ವೆಟ್ರಿವೇಲ್.ಎಸ್,string
Vijaya Baskar C,ವಿಜಯ ಭಾಸ್ಕರ್ ಸಿ,string
Vijayabhaskar .M.R,ವಿಜಯಭಾಸ್ಕರ್ .ಎಂ.ಆರ್,string
Vijayakumar Kn,ವಿಜಯಕುಮಾರ್ ಕೆ.ಎನ್,string
Vikravandi,ವಿಕ್ರವಾಂಡಿ,string
Vilathikulam,ವಿಲತ್ತಿಕುಲಂ,string
Vilavancode,ವಿಲವಂಕೋಡ್,string
Villianur,ವಿಲಿಯನೂರು,string
Villivakkam,ವಿಲ್ಲಿವಕ್ಕಂ,string
Villupuram,ವಿಲ್ಲುಪುರಂ,string
Viluppuram,ವಿಲುಪ್ಪುರಂ,string
Viralimalai,ವಿರಾಲಿಮಲೈ,string
Virudhachalam,ವಿರುಧಾಚಲಂ,string
Virudhunagar,ವಿರುದುನಗರ,string
Virugambakkam,ವಿರುಗಂಬಾಕ್ಕಂ,string
Vivek Gupta,ವಿವೇಕ್ ಗುಪ್ತಾ,string
Vivekananda Bauri,ವಿವೇಕಾನಂದ ಬೌರಿ,string
Vypin,ವೈಪಿನ್,string
Wadakkanchery,ವಡಕ್ಕಂಚೇರಿ,string
Wandoor,ವಂಡೂರ್,string
Wayanad,ವಯನಾಡ್,string
Wazed Ali Choudhury,ವಝೆದ್ ಅಲಿ ಚೌಧರಿ,string
West Karbi Anglong,ಪಶ್ಚಿಮ ಕರ್ಬಿ ಆಂಗ್ಲಾಂಗ್,string
Wilson Champramary,ವಿಲ್ಸನ್ ಚಂಪ್ರಾಮರಿ,string
Xavier Chittilappilly,ಕ್ಸೇವಿಯರ್ ಚಿಟ್ಟಿಲಪಿಲ್ಲಿ,string
Y. Prakaash,ವೈ.ಪ್ರಕಾಶ್,string
Yanam,ಯಾನಂ,string
Yercaud (ST),ಯೆರ್ಕಾಡ್ (ಎಸ್‌ಟಿ),string
Zakir Hussain Laskar,ಜಾಕಿರ್ ಹುಸೇನ್ ಲಸ್ಕರ್,string
|M. R. Gandhi,|ಎಂ. ಆರ್. ಗಾಂಧಿ,string
